,Unnamed: 0,txt,len,path
5734,5734,stack_blocks,360,/shared/mandi/all_rlbench_data/stack_blocks/variation39/episodes/episode19/overhead_rgb
42346,42346,place_shape_in_shape_sorter,134,/shared/mandi/all_rlbench_data/place_shape_in_shape_sorter/variation3/episodes/episode0/wrist_rgb
9325,9325,open_fridge,197,/shared/mandi/all_rlbench_data/open_fridge/variation0/episodes/episode9/right_shoulder_rgb
19241,19241,push_buttons,71,/shared/mandi/all_rlbench_data/push_buttons/variation6/episodes/episode2/front_rgb
41766,41766,place_hanger_on_rack,225,/shared/mandi/all_rlbench_data/place_hanger_on_rack/variation0/episodes/episode19/wrist_rgb
6318,6318,stack_blocks,371,/shared/mandi/all_rlbench_data/stack_blocks/variation18/episodes/episode17/left_shoulder_rgb
35426,35426,take_money_out_safe,163,/shared/mandi/all_rlbench_data/take_money_out_safe/variation0/episodes/episode8/left_shoulder_rgb
47172,47172,pick_up_cup,93,/shared/mandi/all_rlbench_data/pick_up_cup/variation3/episodes/episode0/overhead_rgb
27524,27524,close_jar,155,/shared/mandi/all_rlbench_data/close_jar/variation1/episodes/episode4/overhead_rgb
39033,39033,reach_and_drag,172,/shared/mandi/all_rlbench_data/reach_and_drag/variation9/episodes/episode16/front_rgb
33459,33459,light_bulb_in,229,/shared/mandi/all_rlbench_data/light_bulb_in/variation17/episodes/episode5/overhead_rgb
2641,2641,stack_blocks,231,/shared/mandi/all_rlbench_data/stack_blocks/variation42/episodes/episode17/left_shoulder_rgb
18724,18724,push_buttons,125,/shared/mandi/all_rlbench_data/push_buttons/variation28/episodes/episode12/wrist_rgb
21052,21052,push_buttons,99,/shared/mandi/all_rlbench_data/push_buttons/variation37/episodes/episode1/overhead_rgb
19162,19162,push_buttons,183,/shared/mandi/all_rlbench_data/push_buttons/variation17/episodes/episode12/overhead_rgb
48554,48554,put_plate_in_colored_dish_rack,510,/shared/mandi/all_rlbench_data/put_plate_in_colored_dish_rack/variation15/episodes/episode13/left_shoulder_rgb
46109,46109,pick_up_cup,99,/shared/mandi/all_rlbench_data/pick_up_cup/variation5/episodes/episode6/overhead_rgb
17967,17967,push_buttons,145,/shared/mandi/all_rlbench_data/push_buttons/variation5/episodes/episode14/overhead_rgb
16670,16670,open_jar,158,/shared/mandi/all_rlbench_data/open_jar/variation10/episodes/episode6/wrist_rgb
33723,33723,light_bulb_in,219,/shared/mandi/all_rlbench_data/light_bulb_in/variation7/episodes/episode15/left_shoulder_rgb
39251,39251,reach_and_drag,175,/shared/mandi/all_rlbench_data/reach_and_drag/variation19/episodes/episode11/right_shoulder_rgb
30480,30480,pick_and_lift,204,/shared/mandi/all_rlbench_data/pick_and_lift/variation2/episodes/episode17/overhead_rgb
17170,17170,push_buttons,141,/shared/mandi/all_rlbench_data/push_buttons/variation38/episodes/episode5/right_shoulder_rgb
12098,12098,hit_ball_with_queue,154,/shared/mandi/all_rlbench_data/hit_ball_with_queue/variation0/episodes/episode17/front_rgb
39999,39999,change_clock,131,/shared/mandi/all_rlbench_data/change_clock/variation0/episodes/episode14/left_shoulder_rgb
21779,21779,push_buttons,146,/shared/mandi/all_rlbench_data/push_buttons/variation11/episodes/episode3/left_shoulder_rgb
20675,20675,push_buttons,62,/shared/mandi/all_rlbench_data/push_buttons/variation12/episodes/episode2/wrist_rgb
41917,41917,open_window,310,/shared/mandi/all_rlbench_data/open_window/variation0/episodes/episode19/front_rgb
25523,25523,light_bulb_out,180,/shared/mandi/all_rlbench_data/light_bulb_out/variation10/episodes/episode5/wrist_rgb
26357,26357,close_grill,145,/shared/mandi/all_rlbench_data/close_grill/variation0/episodes/episode6/right_shoulder_rgb
52226,52226,scoop_with_spatula,175,/shared/mandi/all_rlbench_data/scoop_with_spatula/variation0/episodes/episode0/right_shoulder_rgb
5193,5193,stack_blocks,367,/shared/mandi/all_rlbench_data/stack_blocks/variation10/episodes/episode6/right_shoulder_rgb
2210,2210,hannoi_square,128,/shared/mandi/all_rlbench_data/hannoi_square/variation5/episodes/episode2/front_rgb
40061,40061,take_frame_off_hanger,130,/shared/mandi/all_rlbench_data/take_frame_off_hanger/variation0/episodes/episode13/front_rgb
11879,11879,toilet_seat_down,161,/shared/mandi/all_rlbench_data/toilet_seat_down/variation0/episodes/episode15/overhead_rgb
36318,36318,reach_target,40,/shared/mandi/all_rlbench_data/reach_target/variation8/episodes/episode19/overhead_rgb
45403,45403,block_pyramid,844,/shared/mandi/all_rlbench_data/block_pyramid/variation2/episodes/episode7/left_shoulder_rgb
32152,32152,open_grill,176,/shared/mandi/all_rlbench_data/open_grill/variation0/episodes/episode17/wrist_rgb
44131,44131,block_pyramid,1174,/shared/mandi/all_rlbench_data/block_pyramid/variation18/episodes/episode4/right_shoulder_rgb
20321,20321,push_buttons,64,/shared/mandi/all_rlbench_data/push_buttons/variation9/episodes/episode14/left_shoulder_rgb
23739,23739,push_button,112,/shared/mandi/all_rlbench_data/push_button/variation2/episodes/episode8/front_rgb
20323,20323,push_buttons,64,/shared/mandi/all_rlbench_data/push_buttons/variation9/episodes/episode14/wrist_rgb
34195,34195,light_bulb_in,217,/shared/mandi/all_rlbench_data/light_bulb_in/variation0/episodes/episode10/wrist_rgb
27018,27018,close_jar,157,/shared/mandi/all_rlbench_data/close_jar/variation16/episodes/episode18/overhead_rgb
14975,14975,open_jar,151,/shared/mandi/all_rlbench_data/open_jar/variation18/episodes/episode15/left_shoulder_rgb
42323,42323,place_shape_in_shape_sorter,167,/shared/mandi/all_rlbench_data/place_shape_in_shape_sorter/variation3/episodes/episode3/wrist_rgb
1829,1829,hannoi_square,143,/shared/mandi/all_rlbench_data/hannoi_square/variation18/episodes/episode13/wrist_rgb
24444,24444,light_bulb_out,284,/shared/mandi/all_rlbench_data/light_bulb_out/variation7/episodes/episode19/wrist_rgb
29705,29705,pick_and_lift,214,/shared/mandi/all_rlbench_data/pick_and_lift/variation0/episodes/episode1/right_shoulder_rgb
40655,40655,put_toilet_roll_on_stand,267,/shared/mandi/all_rlbench_data/put_toilet_roll_on_stand/variation0/episodes/episode14/left_shoulder_rgb
2584,2584,stack_blocks,731,/shared/mandi/all_rlbench_data/stack_blocks/variation35/episodes/episode6/wrist_rgb
30442,30442,pick_and_lift,162,/shared/mandi/all_rlbench_data/pick_and_lift/variation2/episodes/episode16/overhead_rgb
28085,28085,close_jar,167,/shared/mandi/all_rlbench_data/close_jar/variation8/episodes/episode6/left_shoulder_rgb
28472,28472,close_jar,163,/shared/mandi/all_rlbench_data/close_jar/variation5/episodes/episode14/right_shoulder_rgb
28300,28300,close_jar,156,/shared/mandi/all_rlbench_data/close_jar/variation17/episodes/episode3/left_shoulder_rgb
15012,15012,open_jar,175,/shared/mandi/all_rlbench_data/open_jar/variation12/episodes/episode2/wrist_rgb
8979,8979,take_plate_off_colored_dish_rack,311,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation2/episodes/episode6/front_rgb
4423,4423,stack_blocks,755,/shared/mandi/all_rlbench_data/stack_blocks/variation17/episodes/episode12/wrist_rgb
10622,10622,pour_from_cup_to_cup,258,/shared/mandi/all_rlbench_data/pour_from_cup_to_cup/variation10/episodes/episode10/right_shoulder_rgb
33230,33230,light_bulb_in,210,/shared/mandi/all_rlbench_data/light_bulb_in/variation4/episodes/episode8/wrist_rgb
45375,45375,block_pyramid,1181,/shared/mandi/all_rlbench_data/block_pyramid/variation8/episodes/episode17/right_shoulder_rgb
33911,33911,light_bulb_in,252,/shared/mandi/all_rlbench_data/light_bulb_in/variation13/episodes/episode9/right_shoulder_rgb
47308,47308,pick_up_cup,76,/shared/mandi/all_rlbench_data/pick_up_cup/variation14/episodes/episode5/front_rgb
43170,43170,change_channel,178,/shared/mandi/all_rlbench_data/change_channel/variation0/episodes/episode18/right_shoulder_rgb
5162,5162,stack_blocks,511,/shared/mandi/all_rlbench_data/stack_blocks/variation10/episodes/episode2/right_shoulder_rgb
48400,48400,put_plate_in_colored_dish_rack,299,/shared/mandi/all_rlbench_data/put_plate_in_colored_dish_rack/variation1/episodes/episode10/left_shoulder_rgb
28288,28288,close_jar,151,/shared/mandi/all_rlbench_data/close_jar/variation10/episodes/episode3/left_shoulder_rgb
32403,32403,sweep_to_dustpan,120,/shared/mandi/all_rlbench_data/sweep_to_dustpan/variation0/episodes/episode2/wrist_rgb
32996,32996,close_microwave,104,/shared/mandi/all_rlbench_data/close_microwave/variation0/episodes/episode1/wrist_rgb
14482,14482,stack_cups,230,/shared/mandi/all_rlbench_data/stack_cups/variation3/episodes/episode9/right_shoulder_rgb
10519,10519,pour_from_cup_to_cup,236,/shared/mandi/all_rlbench_data/pour_from_cup_to_cup/variation3/episodes/episode13/overhead_rgb
30086,30086,pick_and_lift,116,/shared/mandi/all_rlbench_data/pick_and_lift/variation7/episodes/episode1/overhead_rgb
33905,33905,light_bulb_in,181,/shared/mandi/all_rlbench_data/light_bulb_in/variation13/episodes/episode3/overhead_rgb
15451,15451,open_jar,160,/shared/mandi/all_rlbench_data/open_jar/variation7/episodes/episode19/left_shoulder_rgb
15376,15376,open_jar,183,/shared/mandi/all_rlbench_data/open_jar/variation9/episodes/episode4/front_rgb
35885,35885,reach_target,49,/shared/mandi/all_rlbench_data/reach_target/variation1/episodes/episode16/left_shoulder_rgb
15427,15427,open_jar,175,/shared/mandi/all_rlbench_data/open_jar/variation7/episodes/episode18/right_shoulder_rgb
42396,42396,place_shape_in_shape_sorter,128,/shared/mandi/all_rlbench_data/place_shape_in_shape_sorter/variation3/episodes/episode6/wrist_rgb
47251,47251,pick_up_cup,93,/shared/mandi/all_rlbench_data/pick_up_cup/variation10/episodes/episode16/overhead_rgb
22968,22968,push_button,89,/shared/mandi/all_rlbench_data/push_button/variation15/episodes/episode10/wrist_rgb
2829,2829,stack_blocks,793,/shared/mandi/all_rlbench_data/stack_blocks/variation4/episodes/episode8/left_shoulder_rgb
40677,40677,put_toilet_roll_on_stand,243,/shared/mandi/all_rlbench_data/put_toilet_roll_on_stand/variation0/episodes/episode3/wrist_rgb
11504,11504,put_item_in_drawer,326,/shared/mandi/all_rlbench_data/put_item_in_drawer/variation0/episodes/episode3/wrist_rgb
31138,31138,put_groceries_in_cupboard,289,/shared/mandi/all_rlbench_data/put_groceries_in_cupboard/variation4/episodes/episode17/left_shoulder_rgb
31053,31053,pick_and_lift,156,/shared/mandi/all_rlbench_data/pick_and_lift/variation13/episodes/episode7/wrist_rgb
51669,51669,empty_container,835,/shared/mandi/all_rlbench_data/empty_container/variation16/episodes/episode16/wrist_rgb
17581,17581,push_buttons,166,/shared/mandi/all_rlbench_data/push_buttons/variation2/episodes/episode18/left_shoulder_rgb
13639,13639,stack_cups,322,/shared/mandi/all_rlbench_data/stack_cups/variation19/episodes/episode12/wrist_rgb
42751,42751,meat_off_grill,126,/shared/mandi/all_rlbench_data/meat_off_grill/variation1/episodes/episode13/left_shoulder_rgb
46422,46422,pick_up_cup,83,/shared/mandi/all_rlbench_data/pick_up_cup/variation18/episodes/episode6/overhead_rgb
48763,48763,put_plate_in_colored_dish_rack,259,/shared/mandi/all_rlbench_data/put_plate_in_colored_dish_rack/variation9/episodes/episode14/right_shoulder_rgb
30358,30358,pick_and_lift,144,/shared/mandi/all_rlbench_data/pick_and_lift/variation10/episodes/episode7/overhead_rgb
39026,39026,reach_and_drag,155,/shared/mandi/all_rlbench_data/reach_and_drag/variation9/episodes/episode18/overhead_rgb
29856,29856,pick_and_lift,123,/shared/mandi/all_rlbench_data/pick_and_lift/variation18/episodes/episode19/front_rgb
51427,51427,empty_container,982,/shared/mandi/all_rlbench_data/empty_container/variation18/episodes/episode7/front_rgb
22185,22185,push_button,63,/shared/mandi/all_rlbench_data/push_button/variation11/episodes/episode16/overhead_rgb
21834,21834,push_buttons,60,/shared/mandi/all_rlbench_data/push_buttons/variation0/episodes/episode10/wrist_rgb
50747,50747,empty_container,825,/shared/mandi/all_rlbench_data/empty_container/variation10/episodes/episode5/right_shoulder_rgb
34082,34082,light_bulb_in,228,/shared/mandi/all_rlbench_data/light_bulb_in/variation14/episodes/episode6/wrist_rgb
11247,11247,pour_from_cup_to_cup,329,/shared/mandi/all_rlbench_data/pour_from_cup_to_cup/variation7/episodes/episode2/front_rgb
24201,24201,light_bulb_out,214,/shared/mandi/all_rlbench_data/light_bulb_out/variation11/episodes/episode17/right_shoulder_rgb
202,202,lamp_on,93,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode0/left_shoulder_rgb
4607,4607,stack_blocks,602,/shared/mandi/all_rlbench_data/stack_blocks/variation25/episodes/episode4/wrist_rgb
5274,5274,stack_blocks,406,/shared/mandi/all_rlbench_data/stack_blocks/variation31/episodes/episode10/wrist_rgb
3674,3674,stack_blocks,259,/shared/mandi/all_rlbench_data/stack_blocks/variation9/episodes/episode2/right_shoulder_rgb
17611,17611,push_buttons,109,/shared/mandi/all_rlbench_data/push_buttons/variation13/episodes/episode11/overhead_rgb
32385,32385,plug_charger_in_power_supply,165,/shared/mandi/all_rlbench_data/plug_charger_in_power_supply/variation0/episodes/episode16/wrist_rgb
15847,15847,open_jar,166,/shared/mandi/all_rlbench_data/open_jar/variation8/episodes/episode10/overhead_rgb
39149,39149,reach_and_drag,163,/shared/mandi/all_rlbench_data/reach_and_drag/variation3/episodes/episode8/front_rgb
51181,51181,empty_container,1000,/shared/mandi/all_rlbench_data/empty_container/variation15/episodes/episode16/wrist_rgb
45147,45147,block_pyramid,1060,/shared/mandi/all_rlbench_data/block_pyramid/variation13/episodes/episode14/wrist_rgb
28022,28022,close_jar,202,/shared/mandi/all_rlbench_data/close_jar/variation8/episodes/episode4/right_shoulder_rgb
26313,26313,close_grill,158,/shared/mandi/all_rlbench_data/close_grill/variation0/episodes/episode0/right_shoulder_rgb
20380,20380,push_buttons,64,/shared/mandi/all_rlbench_data/push_buttons/variation9/episodes/episode7/left_shoulder_rgb
7494,7494,stack_blocks,589,/shared/mandi/all_rlbench_data/stack_blocks/variation29/episodes/episode12/wrist_rgb
33364,33364,light_bulb_in,229,/shared/mandi/all_rlbench_data/light_bulb_in/variation10/episodes/episode13/front_rgb
50867,50867,empty_container,732,/shared/mandi/all_rlbench_data/empty_container/variation17/episodes/episode14/right_shoulder_rgb
4099,4099,stack_blocks,832,/shared/mandi/all_rlbench_data/stack_blocks/variation38/episodes/episode18/front_rgb
45827,45827,pick_up_cup,78,/shared/mandi/all_rlbench_data/pick_up_cup/variation11/episodes/episode4/wrist_rgb
25369,25369,light_bulb_out,266,/shared/mandi/all_rlbench_data/light_bulb_out/variation6/episodes/episode8/right_shoulder_rgb
41978,41978,open_window,216,/shared/mandi/all_rlbench_data/open_window/variation0/episodes/episode15/front_rgb
15055,15055,open_jar,152,/shared/mandi/all_rlbench_data/open_jar/variation12/episodes/episode13/right_shoulder_rgb
15015,15015,open_jar,158,/shared/mandi/all_rlbench_data/open_jar/variation12/episodes/episode5/front_rgb
12294,12294,put_knife_in_knife_block,215,/shared/mandi/all_rlbench_data/put_knife_in_knife_block/variation0/episodes/episode19/front_rgb
41668,41668,toilet_seat_up,230,/shared/mandi/all_rlbench_data/toilet_seat_up/variation0/episodes/episode5/right_shoulder_rgb
33319,33319,light_bulb_in,222,/shared/mandi/all_rlbench_data/light_bulb_in/variation10/episodes/episode12/front_rgb
9285,9285,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode1/left_shoulder_rgb
26480,26480,water_plants,111,/shared/mandi/all_rlbench_data/water_plants/variation0/episodes/episode8/wrist_rgb
4634,4634,stack_blocks,716,/shared/mandi/all_rlbench_data/stack_blocks/variation25/episodes/episode16/left_shoulder_rgb
37523,37523,straighten_rope,210,/shared/mandi/all_rlbench_data/straighten_rope/variation0/episodes/episode6/wrist_rgb
17392,17392,push_buttons,136,/shared/mandi/all_rlbench_data/push_buttons/variation32/episodes/episode8/left_shoulder_rgb
45425,45425,block_pyramid,1074,/shared/mandi/all_rlbench_data/block_pyramid/variation2/episodes/episode13/overhead_rgb
31258,31258,put_groceries_in_cupboard,205,/shared/mandi/all_rlbench_data/put_groceries_in_cupboard/variation3/episodes/episode2/right_shoulder_rgb
2747,2747,stack_blocks,384,/shared/mandi/all_rlbench_data/stack_blocks/variation48/episodes/episode5/overhead_rgb
52343,52343,empty_dishwasher,507,/shared/mandi/all_rlbench_data/empty_dishwasher/variation0/episodes/episode4/left_shoulder_rgb
2026,2026,hannoi_square,169,/shared/mandi/all_rlbench_data/hannoi_square/variation8/episodes/episode15/right_shoulder_rgb
36377,36377,reach_target,43,/shared/mandi/all_rlbench_data/reach_target/variation8/episodes/episode12/front_rgb
39053,39053,reach_and_drag,145,/shared/mandi/all_rlbench_data/reach_and_drag/variation9/episodes/episode4/overhead_rgb
7928,7928,stack_blocks,725,/shared/mandi/all_rlbench_data/stack_blocks/variation59/episodes/episode19/left_shoulder_rgb
23483,23483,push_button,70,/shared/mandi/all_rlbench_data/push_button/variation14/episodes/episode6/wrist_rgb
52253,52253,scoop_with_spatula,129,/shared/mandi/all_rlbench_data/scoop_with_spatula/variation0/episodes/episode5/front_rgb
45025,45025,block_pyramid,992,/shared/mandi/all_rlbench_data/block_pyramid/variation14/episodes/episode9/wrist_rgb
34187,34187,light_bulb_in,219,/shared/mandi/all_rlbench_data/light_bulb_in/variation0/episodes/episode3/left_shoulder_rgb
5489,5489,stack_blocks,362,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode13/wrist_rgb
12972,12972,stack_cups,331,/shared/mandi/all_rlbench_data/stack_cups/variation6/episodes/episode8/right_shoulder_rgb
12590,12590,place_cups,671,/shared/mandi/all_rlbench_data/place_cups/variation2/episodes/episode6/right_shoulder_rgb
10133,10133,pour_from_cup_to_cup,224,/shared/mandi/all_rlbench_data/pour_from_cup_to_cup/variation12/episodes/episode7/wrist_rgb
47980,47980,put_plate_in_colored_dish_rack,322,/shared/mandi/all_rlbench_data/put_plate_in_colored_dish_rack/variation2/episodes/episode14/wrist_rgb
12051,12051,hit_ball_with_queue,205,/shared/mandi/all_rlbench_data/hit_ball_with_queue/variation0/episodes/episode13/overhead_rgb
33305,33305,light_bulb_in,285,/shared/mandi/all_rlbench_data/light_bulb_in/variation10/episodes/episode9/overhead_rgb
17121,17121,push_buttons,140,/shared/mandi/all_rlbench_data/push_buttons/variation38/episodes/episode9/overhead_rgb
36798,36798,reach_target,41,/shared/mandi/all_rlbench_data/reach_target/variation11/episodes/episode17/front_rgb
35788,35788,reach_target,52,/shared/mandi/all_rlbench_data/reach_target/variation17/episodes/episode14/left_shoulder_rgb
34217,34217,light_bulb_in,223,/shared/mandi/all_rlbench_data/light_bulb_in/variation8/episodes/episode6/left_shoulder_rgb
51769,51769,empty_container,825,/shared/mandi/all_rlbench_data/empty_container/variation3/episodes/episode14/overhead_rgb
27845,27845,close_jar,167,/shared/mandi/all_rlbench_data/close_jar/variation14/episodes/episode4/front_rgb
33369,33369,light_bulb_in,223,/shared/mandi/all_rlbench_data/light_bulb_in/variation10/episodes/episode19/overhead_rgb
31723,31723,put_groceries_in_cupboard,204,/shared/mandi/all_rlbench_data/put_groceries_in_cupboard/variation5/episodes/episode14/right_shoulder_rgb
4374,4374,stack_blocks,321,/shared/mandi/all_rlbench_data/stack_blocks/variation36/episodes/episode5/overhead_rgb
26344,26344,close_grill,72,/shared/mandi/all_rlbench_data/close_grill/variation0/episodes/episode4/wrist_rgb
22619,22619,push_button,65,/shared/mandi/all_rlbench_data/push_button/variation3/episodes/episode13/overhead_rgb
45908,45908,pick_up_cup,107,/shared/mandi/all_rlbench_data/pick_up_cup/variation2/episodes/episode14/overhead_rgb
41484,41484,put_money_in_safe,191,/shared/mandi/all_rlbench_data/put_money_in_safe/variation1/episodes/episode0/wrist_rgb
21021,21021,push_buttons,94,/shared/mandi/all_rlbench_data/push_buttons/variation37/episodes/episode12/right_shoulder_rgb
11942,11942,take_usb_out_of_computer,104,/shared/mandi/all_rlbench_data/take_usb_out_of_computer/variation0/episodes/episode9/overhead_rgb
5148,5148,stack_blocks,663,/shared/mandi/all_rlbench_data/stack_blocks/variation10/episodes/episode0/left_shoulder_rgb
27788,27788,close_jar,172,/shared/mandi/all_rlbench_data/close_jar/variation13/episodes/episode17/overhead_rgb
24719,24719,light_bulb_out,157,/shared/mandi/all_rlbench_data/light_bulb_out/variation12/episodes/episode16/wrist_rgb
26097,26097,light_bulb_out,282,/shared/mandi/all_rlbench_data/light_bulb_out/variation13/episodes/episode12/front_rgb
15076,15076,open_jar,161,/shared/mandi/all_rlbench_data/open_jar/variation12/episodes/episode9/front_rgb
42738,42738,meat_off_grill,172,/shared/mandi/all_rlbench_data/meat_off_grill/variation1/episodes/episode9/left_shoulder_rgb
42734,42734,meat_off_grill,128,/shared/mandi/all_rlbench_data/meat_off_grill/variation1/episodes/episode3/overhead_rgb
52383,52383,empty_dishwasher,636,/shared/mandi/all_rlbench_data/empty_dishwasher/variation0/episodes/episode5/left_shoulder_rgb
7435,7435,stack_blocks,780,/shared/mandi/all_rlbench_data/stack_blocks/variation29/episodes/episode14/overhead_rgb
43572,43572,block_pyramid,1134,/shared/mandi/all_rlbench_data/block_pyramid/variation0/episodes/episode19/overhead_rgb
14006,14006,stack_cups,206,/shared/mandi/all_rlbench_data/stack_cups/variation7/episodes/episode4/wrist_rgb
11978,11978,take_usb_out_of_computer,106,/shared/mandi/all_rlbench_data/take_usb_out_of_computer/variation0/episodes/episode2/left_shoulder_rgb
20010,20010,push_buttons,66,/shared/mandi/all_rlbench_data/push_buttons/variation15/episodes/episode6/front_rgb
51501,51501,empty_container,623,/shared/mandi/all_rlbench_data/empty_container/variation12/episodes/episode2/wrist_rgb
30843,30843,pick_and_lift,131,/shared/mandi/all_rlbench_data/pick_and_lift/variation19/episodes/episode7/wrist_rgb
30642,30642,pick_and_lift,106,/shared/mandi/all_rlbench_data/pick_and_lift/variation6/episodes/episode10/wrist_rgb
7920,7920,stack_blocks,670,/shared/mandi/all_rlbench_data/stack_blocks/variation59/episodes/episode8/front_rgb
14210,14210,stack_cups,227,/shared/mandi/all_rlbench_data/stack_cups/variation12/episodes/episode2/wrist_rgb
43195,43195,change_channel,143,/shared/mandi/all_rlbench_data/change_channel/variation0/episodes/episode3/overhead_rgb
52189,52189,hang_frame_on_hanger,243,/shared/mandi/all_rlbench_data/hang_frame_on_hanger/variation0/episodes/episode6/wrist_rgb
1948,1948,hannoi_square,162,/shared/mandi/all_rlbench_data/hannoi_square/variation12/episodes/episode14/right_shoulder_rgb
49132,49132,put_plate_in_colored_dish_rack,443,/shared/mandi/all_rlbench_data/put_plate_in_colored_dish_rack/variation0/episodes/episode9/right_shoulder_rgb
18055,18055,push_buttons,131,/shared/mandi/all_rlbench_data/push_buttons/variation14/episodes/episode14/front_rgb
34131,34131,light_bulb_in,225,/shared/mandi/all_rlbench_data/light_bulb_in/variation0/episodes/episode8/front_rgb
21279,21279,push_buttons,116,/shared/mandi/all_rlbench_data/push_buttons/variation16/episodes/episode17/front_rgb
34074,34074,light_bulb_in,253,/shared/mandi/all_rlbench_data/light_bulb_in/variation14/episodes/episode2/wrist_rgb
20672,20672,push_buttons,79,/shared/mandi/all_rlbench_data/push_buttons/variation12/episodes/episode15/wrist_rgb
31636,31636,put_groceries_in_cupboard,352,/shared/mandi/all_rlbench_data/put_groceries_in_cupboard/variation8/episodes/episode10/right_shoulder_rgb
44869,44869,block_pyramid,870,/shared/mandi/all_rlbench_data/block_pyramid/variation1/episodes/episode14/front_rgb
18775,18775,push_buttons,91,/shared/mandi/all_rlbench_data/push_buttons/variation28/episodes/episode10/left_shoulder_rgb
3803,3803,stack_blocks,305,/shared/mandi/all_rlbench_data/stack_blocks/variation45/episodes/episode17/wrist_rgb
36491,36491,reach_target,59,/shared/mandi/all_rlbench_data/reach_target/variation2/episodes/episode6/front_rgb
26541,26541,close_jar,150,/shared/mandi/all_rlbench_data/close_jar/variation15/episodes/episode13/left_shoulder_rgb
41288,41288,solve_puzzle,105,/shared/mandi/all_rlbench_data/solve_puzzle/variation0/episodes/episode9/left_shoulder_rgb
46090,46090,pick_up_cup,94,/shared/mandi/all_rlbench_data/pick_up_cup/variation8/episodes/episode12/overhead_rgb
15828,15828,open_jar,173,/shared/mandi/all_rlbench_data/open_jar/variation8/episodes/episode17/right_shoulder_rgb
5268,5268,stack_blocks,640,/shared/mandi/all_rlbench_data/stack_blocks/variation31/episodes/episode9/right_shoulder_rgb
22880,22880,push_button,82,/shared/mandi/all_rlbench_data/push_button/variation4/episodes/episode18/front_rgb
4805,4805,stack_blocks,427,/shared/mandi/all_rlbench_data/stack_blocks/variation22/episodes/episode10/left_shoulder_rgb
14443,14443,stack_cups,209,/shared/mandi/all_rlbench_data/stack_cups/variation3/episodes/episode8/right_shoulder_rgb
47246,47246,pick_up_cup,77,/shared/mandi/all_rlbench_data/pick_up_cup/variation10/episodes/episode14/wrist_rgb
