,Unnamed: 0,txt,len,path
155,155.0,lamp_off,91.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode15/front_rgb
164,164.0,lamp_off,98.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode12/front_rgb
167,167.0,lamp_off,70.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode18/front_rgb
172,172.0,lamp_off,122.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode1/front_rgb
179,179.0,lamp_off,110.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode5/front_rgb
182,182.0,lamp_off,99.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode16/front_rgb
186,186.0,lamp_off,89.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode11/front_rgb
190,190.0,lamp_off,61.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode2/front_rgb
195,195.0,lamp_off,128.0,/shared/mandi/all_rlbench_data/lamp_off/variation0/episodes/episode8/front_rgb
204,204.0,lamp_on,93.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode0/front_rgb
208,208.0,lamp_on,112.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode13/front_rgb
210,210.0,lamp_on,84.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode19/front_rgb
215,215.0,lamp_on,60.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode14/front_rgb
220,220.0,lamp_on,70.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode7/front_rgb
229,229.0,lamp_on,74.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode3/front_rgb
230,230.0,lamp_on,99.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode9/front_rgb
236,236.0,lamp_on,63.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode10/front_rgb
243,243.0,lamp_on,62.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode17/front_rgb
246,246.0,lamp_on,74.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode4/front_rgb
252,252.0,lamp_on,112.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode6/front_rgb
258,258.0,lamp_on,73.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode15/front_rgb
260,260.0,lamp_on,66.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode18/front_rgb
265,265.0,lamp_on,124.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode12/front_rgb
273,273.0,lamp_on,109.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode1/front_rgb
275,275.0,lamp_on,74.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode5/front_rgb
282,282.0,lamp_on,72.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode16/front_rgb
285,285.0,lamp_on,70.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode11/front_rgb
293,293.0,lamp_on,79.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode8/front_rgb
298,298.0,lamp_on,102.0,/shared/mandi/all_rlbench_data/lamp_on/variation0/episodes/episode2/front_rgb
300,300.0,screw_nail,308.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode14/front_rgb
305,305.0,screw_nail,257.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode0/front_rgb
310,310.0,screw_nail,292.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode19/front_rgb
315,315.0,screw_nail,411.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode13/front_rgb
320,320.0,screw_nail,275.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode7/front_rgb
326,326.0,screw_nail,336.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode3/front_rgb
331,331.0,screw_nail,241.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode17/front_rgb
339,339.0,screw_nail,398.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode9/front_rgb
343,343.0,screw_nail,289.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode4/front_rgb
346,346.0,screw_nail,242.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode10/front_rgb
350,350.0,screw_nail,260.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode6/front_rgb
355,355.0,screw_nail,255.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode12/front_rgb
360,360.0,screw_nail,422.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode18/front_rgb
365,365.0,screw_nail,251.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode1/front_rgb
372,372.0,screw_nail,400.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode15/front_rgb
379,379.0,screw_nail,280.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode11/front_rgb
384,384.0,screw_nail,399.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode5/front_rgb
388,388.0,screw_nail,460.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode8/front_rgb
393,393.0,screw_nail,312.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode16/front_rgb
397,397.0,screw_nail,259.0,/shared/mandi/all_rlbench_data/screw_nail/variation0/episodes/episode2/front_rgb
704,704.0,hannoi_square,181.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode1/front_rgb
705,705.0,hannoi_square,136.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode16/front_rgb
713,713.0,hannoi_square,118.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode6/front_rgb
716,716.0,hannoi_square,133.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode11/front_rgb
724,724.0,hannoi_square,251.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode8/front_rgb
726,726.0,hannoi_square,258.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode15/front_rgb
732,732.0,hannoi_square,152.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode2/front_rgb
738,738.0,hannoi_square,142.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode18/front_rgb
742,742.0,hannoi_square,141.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode12/front_rgb
746,746.0,hannoi_square,158.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode5/front_rgb
751,751.0,hannoi_square,408.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode10/front_rgb
755,755.0,hannoi_square,172.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode7/front_rgb
761,761.0,hannoi_square,140.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode17/front_rgb
765,765.0,hannoi_square,245.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode0/front_rgb
771,771.0,hannoi_square,238.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode4/front_rgb
777,777.0,hannoi_square,175.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode13/front_rgb
783,783.0,hannoi_square,149.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode19/front_rgb
786,786.0,hannoi_square,145.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode3/front_rgb
794,794.0,hannoi_square,196.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode14/front_rgb
795,795.0,hannoi_square,128.0,/shared/mandi/all_rlbench_data/hannoi_square/variation0/episodes/episode9/front_rgb
2404,2404.0,beat_the_buzz,163.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode0/front_rgb
2408,2408.0,beat_the_buzz,148.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode13/front_rgb
2413,2413.0,beat_the_buzz,154.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode19/front_rgb
2416,2416.0,beat_the_buzz,161.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode14/front_rgb
2423,2423.0,beat_the_buzz,163.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode7/front_rgb
2426,2426.0,beat_the_buzz,187.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode3/front_rgb
2433,2433.0,beat_the_buzz,140.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode9/front_rgb
2436,2436.0,beat_the_buzz,135.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode10/front_rgb
2440,2440.0,beat_the_buzz,135.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode17/front_rgb
2449,2449.0,beat_the_buzz,164.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode4/front_rgb
2452,2452.0,beat_the_buzz,185.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode15/front_rgb
2458,2458.0,beat_the_buzz,141.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode6/front_rgb
2463,2463.0,beat_the_buzz,133.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode1/front_rgb
2465,2465.0,beat_the_buzz,187.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode18/front_rgb
2473,2473.0,beat_the_buzz,159.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode12/front_rgb
2475,2475.0,beat_the_buzz,120.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode16/front_rgb
2484,2484.0,beat_the_buzz,174.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode5/front_rgb
2485,2485.0,beat_the_buzz,166.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode8/front_rgb
2491,2491.0,beat_the_buzz,126.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode2/front_rgb
2497,2497.0,beat_the_buzz,161.0,/shared/mandi/all_rlbench_data/beat_the_buzz/variation0/episodes/episode11/front_rgb
5400,5400.0,stack_blocks,473.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode11/front_rgb
5405,5405.0,stack_blocks,495.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode6/front_rgb
5410,5410.0,stack_blocks,307.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode16/front_rgb
5419,5419.0,stack_blocks,490.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode1/front_rgb
5421,5421.0,stack_blocks,374.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode18/front_rgb
5426,5426.0,stack_blocks,403.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode5/front_rgb
5434,5434.0,stack_blocks,348.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode12/front_rgb
5437,5437.0,stack_blocks,416.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode8/front_rgb
5443,5443.0,stack_blocks,212.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode2/front_rgb
5447,5447.0,stack_blocks,479.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode15/front_rgb
5451,5451.0,stack_blocks,258.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode0/front_rgb
5457,5457.0,stack_blocks,293.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode17/front_rgb
5464,5464.0,stack_blocks,312.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode7/front_rgb
5465,5465.0,stack_blocks,522.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode10/front_rgb
5472,5472.0,stack_blocks,639.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode14/front_rgb
5476,5476.0,stack_blocks,349.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode3/front_rgb
5483,5483.0,stack_blocks,473.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode9/front_rgb
5485,5485.0,stack_blocks,362.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode13/front_rgb
5492,5492.0,stack_blocks,327.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode4/front_rgb
5499,5499.0,stack_blocks,617.0,/shared/mandi/all_rlbench_data/stack_blocks/variation0/episodes/episode19/front_rgb
8500,8500.0,close_laptop_lid,169.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode14/front_rgb
8509,8509.0,close_laptop_lid,164.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode5/front_rgb
8513,8513.0,close_laptop_lid,167.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode8/front_rgb
8516,8516.0,close_laptop_lid,167.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode2/front_rgb
8520,8520.0,close_laptop_lid,191.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode19/front_rgb
8528,8528.0,close_laptop_lid,174.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode13/front_rgb
8530,8530.0,close_laptop_lid,162.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode17/front_rgb
8537,8537.0,close_laptop_lid,170.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode6/front_rgb
8541,8541.0,close_laptop_lid,168.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode1/front_rgb
8547,8547.0,close_laptop_lid,164.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode10/front_rgb
8552,8552.0,close_laptop_lid,171.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode3/front_rgb
8556,8556.0,close_laptop_lid,170.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode9/front_rgb
8561,8561.0,close_laptop_lid,166.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode12/front_rgb
8568,8568.0,close_laptop_lid,172.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode18/front_rgb
8571,8571.0,close_laptop_lid,171.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode15/front_rgb
8578,8578.0,close_laptop_lid,167.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode4/front_rgb
8584,8584.0,close_laptop_lid,166.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode0/front_rgb
8585,8585.0,close_laptop_lid,168.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode11/front_rgb
8594,8594.0,close_laptop_lid,173.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode16/front_rgb
8597,8597.0,close_laptop_lid,165.0,/shared/mandi/all_rlbench_data/close_laptop_lid/variation0/episodes/episode7/front_rgb
8604,8604.0,insert_usb_in_computer,188.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode10/front_rgb
8605,8605.0,insert_usb_in_computer,179.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode6/front_rgb
8612,8612.0,insert_usb_in_computer,175.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode17/front_rgb
8619,8619.0,insert_usb_in_computer,176.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode1/front_rgb
8624,8624.0,insert_usb_in_computer,176.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode19/front_rgb
8625,8625.0,insert_usb_in_computer,183.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode5/front_rgb
8634,8634.0,insert_usb_in_computer,166.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode13/front_rgb
8638,8638.0,insert_usb_in_computer,157.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode8/front_rgb
8644,8644.0,insert_usb_in_computer,182.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode2/front_rgb
8647,8647.0,insert_usb_in_computer,152.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode14/front_rgb
8650,8650.0,insert_usb_in_computer,155.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode0/front_rgb
8655,8655.0,insert_usb_in_computer,159.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode16/front_rgb
8660,8660.0,insert_usb_in_computer,164.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode7/front_rgb
8668,8668.0,insert_usb_in_computer,172.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode11/front_rgb
8670,8670.0,insert_usb_in_computer,170.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode15/front_rgb
8679,8679.0,insert_usb_in_computer,178.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode3/front_rgb
8684,8684.0,insert_usb_in_computer,159.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode9/front_rgb
8686,8686.0,insert_usb_in_computer,152.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode12/front_rgb
8690,8690.0,insert_usb_in_computer,157.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode4/front_rgb
8699,8699.0,insert_usb_in_computer,154.0,/shared/mandi/all_rlbench_data/insert_usb_in_computer/variation0/episodes/episode18/front_rgb
8704,8704.0,slide_cabinet_open_and_place_cups,380.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode15/front_rgb
8707,8707.0,slide_cabinet_open_and_place_cups,467.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode1/front_rgb
8711,8711.0,slide_cabinet_open_and_place_cups,469.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode12/front_rgb
8718,8718.0,slide_cabinet_open_and_place_cups,270.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode18/front_rgb
8723,8723.0,slide_cabinet_open_and_place_cups,531.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode6/front_rgb
8725,8725.0,slide_cabinet_open_and_place_cups,371.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode2/front_rgb
8730,8730.0,slide_cabinet_open_and_place_cups,637.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode16/front_rgb
8737,8737.0,slide_cabinet_open_and_place_cups,393.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode8/front_rgb
8741,8741.0,slide_cabinet_open_and_place_cups,485.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode5/front_rgb
8747,8747.0,slide_cabinet_open_and_place_cups,260.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode11/front_rgb
8751,8751.0,slide_cabinet_open_and_place_cups,419.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode7/front_rgb
8755,8755.0,slide_cabinet_open_and_place_cups,514.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode19/front_rgb
8762,8762.0,slide_cabinet_open_and_place_cups,507.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode13/front_rgb
8766,8766.0,slide_cabinet_open_and_place_cups,436.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode0/front_rgb
8772,8772.0,slide_cabinet_open_and_place_cups,471.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode14/front_rgb
8775,8775.0,slide_cabinet_open_and_place_cups,479.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode10/front_rgb
8783,8783.0,slide_cabinet_open_and_place_cups,609.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode4/front_rgb
8787,8787.0,slide_cabinet_open_and_place_cups,309.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode9/front_rgb
8793,8793.0,slide_cabinet_open_and_place_cups,374.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode17/front_rgb
8795,8795.0,slide_cabinet_open_and_place_cups,297.0,/shared/mandi/all_rlbench_data/slide_cabinet_open_and_place_cups/variation0/episodes/episode3/front_rgb
8802,8802.0,take_plate_off_colored_dish_rack,159.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode0/front_rgb
8808,8808.0,take_plate_off_colored_dish_rack,194.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode14/front_rgb
8810,8810.0,take_plate_off_colored_dish_rack,153.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode7/front_rgb
8818,8818.0,take_plate_off_colored_dish_rack,150.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode19/front_rgb
8822,8822.0,take_plate_off_colored_dish_rack,224.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode13/front_rgb
8827,8827.0,take_plate_off_colored_dish_rack,166.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode17/front_rgb
8831,8831.0,take_plate_off_colored_dish_rack,256.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode9/front_rgb
8839,8839.0,take_plate_off_colored_dish_rack,126.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode3/front_rgb
8843,8843.0,take_plate_off_colored_dish_rack,203.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode10/front_rgb
8846,8846.0,take_plate_off_colored_dish_rack,234.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode4/front_rgb
8850,8850.0,take_plate_off_colored_dish_rack,297.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode12/front_rgb
8859,8859.0,take_plate_off_colored_dish_rack,162.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode6/front_rgb
8860,8860.0,take_plate_off_colored_dish_rack,197.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode18/front_rgb
8869,8869.0,take_plate_off_colored_dish_rack,202.0,/shared/mandi/all_rlbench_data/take_plate_off_colored_dish_rack/variation0/episodes/episode15/front_rgb
